 7.250E+02  6.20E-02 7.690E+02  7.720E+02 
  7.250E+02  7.90E-02 5.614E+02  5.520E+02 
  7.250E+02  9.90E-02 4.452E+02  4.510E+02 
  7.250E+02  1.25E-01 4.013E+02  4.030E+02 
  7.250E+02  1.55E-01 2.799E+02  3.060E+02 
  7.250E+02  1.90E-01 2.683E+02  2.930E+02 
  7.250E+02  2.35E-01 2.132E+02  2.300E+02 
  7.250E+02  6.30E-01 5.449E+02  5.570E+02 
  8.750E+02  5.15E-02 8.202E+02  8.180E+02 
  8.750E+02  6.75E-02 6.997E+02  7.030E+02 
  8.750E+02  8.60E-02 5.769E+02  5.780E+02 
  8.750E+02  1.08E-01 4.930E+02  4.930E+02 
  8.750E+02  1.35E-01 4.158E+02  4.130E+02 
  8.750E+02  1.70E-01 3.911E+02  3.980E+02 
  8.750E+02  2.10E-01 2.837E+02  2.880E+02 
  8.750E+02  2.55E-01 2.418E+02  2.480E+02 
  8.750E+02  6.40E-01 6.499E+02  6.260E+02 
  1.025E+03  5.15E-02 5.940E+02  5.810E+02 
  1.025E+03  6.75E-02 5.092E+02  5.000E+02 
  1.025E+03  8.60E-02 4.545E+02  4.620E+02 
  1.025E+03  1.08E-01 3.917E+02  4.150E+02 
  1.025E+03  1.35E-01 3.434E+02  3.210E+02 
  1.025E+03  1.65E-01 2.460E+02  2.540E+02 
  1.025E+03  2.00E-01 2.507E+02  2.320E+02 
  1.025E+03  2.70E-01 3.659E+02  3.590E+02 
  1.025E+03  6.60E-01 4.154E+02  4.510E+02 
  1.200E+03  5.55E-02 5.228E+02  5.370E+02 
  1.200E+03  7.15E-02 4.497E+02  4.640E+02 
  1.200E+03  9.00E-02 4.168E+02  4.150E+02 
  1.200E+03  1.15E-01 4.435E+02  4.400E+02 
  1.200E+03  1.45E-01 3.137E+02  2.930E+02 
  1.200E+03  1.80E-01 2.912E+02  3.000E+02 
  1.200E+03  2.20E-01 2.148E+02  2.050E+02 
  1.200E+03  2.90E-01 3.197E+02  3.230E+02 
  1.200E+03  6.70E-01 3.539E+02  3.330E+02 
  1.400E+03  6.20E-02 3.534E+02  3.840E+02 
  1.400E+03  7.90E-02 3.090E+02  2.830E+02 
  1.400E+03  9.90E-02 2.947E+02  3.000E+02 
  1.400E+03  1.25E-01 2.875E+02  2.880E+02 
  1.400E+03  1.55E-01 2.072E+02  1.960E+02 
  1.400E+03  1.90E-01 2.011E+02  2.150E+02 
  1.400E+03  2.30E-01 1.488E+02  1.290E+02 
  1.400E+03  3.05E-01 2.365E+02  2.350E+02 
  1.400E+03  6.80E-01 2.124E+02  2.150E+02 
  1.650E+03  5.15E-02 4.384E+02  4.400E+02 
  1.650E+03  6.75E-02 3.626E+02  3.640E+02 
  1.650E+03  8.60E-02 3.346E+02  2.870E+02 
  1.650E+03  1.08E-01 3.104E+02  3.190E+02 
  1.650E+03  1.35E-01 2.884E+02  2.810E+02 
  1.650E+03  1.70E-01 2.651E+02  2.720E+02 
  1.650E+03  2.10E-01 1.846E+02  1.790E+02 
  1.650E+03  2.55E-01 1.703E+02  1.920E+02 
  1.650E+03  3.35E-01 2.057E+02  2.320E+02 
  1.650E+03  6.95E-01 1.819E+02  1.850E+02 
  1.950E+03  6.20E-02 2.628E+02  2.590E+02 
  1.950E+03  7.90E-02 2.241E+02  2.200E+02 
  1.950E+03  9.90E-02 2.216E+02  2.340E+02 
  1.950E+03  1.25E-01 2.269E+02  2.110E+02 
  1.950E+03  1.55E-01 1.647E+02  1.510E+02 
  1.950E+03  1.90E-01 1.616E+02  1.840E+02 
