 7.250E+02  6.20E-02 5.947E+02  5.970E+02 
  7.250E+02  7.90E-02 4.403E+02  4.320E+02 
  7.250E+02  9.90E-02 3.371E+02  3.420E+02 
  7.250E+02  1.25E-01 3.022E+02  3.030E+02 
  7.250E+02  1.55E-01 2.090E+02  2.310E+02 
  7.250E+02  1.90E-01 1.950E+02  2.110E+02 
  7.250E+02  2.35E-01 1.608E+02  1.670E+02 
  7.250E+02  6.30E-01 4.148E+02  4.130E+02 
  8.750E+02  5.15E-02 5.905E+02  5.940E+02 
  8.750E+02  6.75E-02 5.179E+02  5.190E+02 
  8.750E+02  8.60E-02 4.410E+02  4.410E+02 
  8.750E+02  1.08E-01 3.573E+02  3.550E+02 
  8.750E+02  1.35E-01 3.131E+02  3.190E+02 
  8.750E+02  1.70E-01 2.974E+02  3.010E+02 
  8.750E+02  2.10E-01 2.150E+02  2.210E+02 
  8.750E+02  2.55E-01 1.866E+02  1.740E+02 
  8.750E+02  6.40E-01 5.002E+02  4.880E+02 
  1.025E+03  5.15E-02 4.293E+02  4.200E+02 
  1.025E+03  6.75E-02 3.746E+02  3.810E+02 
  1.025E+03  8.60E-02 3.375E+02  3.590E+02 
  1.025E+03  1.08E-01 2.909E+02  2.700E+02 
  1.025E+03  1.35E-01 2.600E+02  2.690E+02 
  1.025E+03  1.65E-01 1.831E+02  1.670E+02 
  1.025E+03  2.00E-01 1.828E+02  1.780E+02 
  1.025E+03  2.70E-01 2.791E+02  3.080E+02 
  1.025E+03  6.60E-01 3.118E+02  3.230E+02 
  1.200E+03  5.55E-02 3.770E+02  3.900E+02 
  1.200E+03  7.15E-02 3.286E+02  3.270E+02 
  1.200E+03  9.00E-02 3.048E+02  3.020E+02 
  1.200E+03  1.15E-01 3.316E+02  3.100E+02 
  1.200E+03  1.45E-01 2.266E+02  2.350E+02 
  1.200E+03  1.80E-01 2.121E+02  2.030E+02 
  1.200E+03  2.20E-01 1.588E+02  1.610E+02 
  1.200E+03  2.90E-01 2.367E+02  2.190E+02 
  1.200E+03  6.70E-01 2.674E+02  2.940E+02 
  1.400E+03  6.20E-02 2.553E+02  2.310E+02 
  1.400E+03  7.90E-02 2.276E+02  2.320E+02 
  1.400E+03  9.90E-02 2.159E+02  2.170E+02 
  1.400E+03  1.25E-01 2.135E+02  2.020E+02 
  1.400E+03  1.55E-01 1.540E+02  1.660E+02 
  1.400E+03  1.90E-01 1.472E+02  1.280E+02 
  1.400E+03  2.30E-01 1.112E+02  1.100E+02 
  1.400E+03  3.05E-01 1.748E+02  1.770E+02 
  1.400E+03  6.80E-01 1.615E+02  1.620E+02 
  1.650E+03  5.15E-02 3.050E+02  3.070E+02 
  1.650E+03  6.75E-02 2.565E+02  2.150E+02 
  1.650E+03  8.60E-02 2.385E+02  2.460E+02 
  1.650E+03  1.08E-01 2.222E+02  2.150E+02 
  1.650E+03  1.35E-01 2.080E+02  2.140E+02 
  1.650E+03  1.70E-01 1.941E+02  1.880E+02 
  1.650E+03  2.10E-01 1.373E+02  1.560E+02 
  1.650E+03  2.55E-01 1.230E+02  1.430E+02 
  1.650E+03  3.35E-01 1.535E+02  1.560E+02 
  1.650E+03  6.95E-01 1.380E+02  1.350E+02 
  1.950E+03  6.20E-02 1.840E+02  1.810E+02 
  1.950E+03  7.90E-02 1.577E+02  1.680E+02 
  1.950E+03  9.90E-02 1.589E+02  1.450E+02 
  1.950E+03  1.25E-01 1.632E+02  1.490E+02 
  1.950E+03  1.55E-01 1.182E+02  1.370E+02 
  1.950E+03  1.90E-01 1.185E+02  1.060E+02 
  1.950E+03  2.35E-01 1.001E+02  9.700E+01 
  1.950E+03  2.85E-01 7.229E+01  5.500E+01 
  1.950E+03  3.70E-01 9.405E+01  8.100E+01 
  1.950E+03  7.15E-01 7.096E+01  8.800E+01 
  2.250E+03  5.55E-02 1.327E+02  1.330E+02 
  2.250E+03  7.15E-02 1.196E+02  1.150E+02 
  2.250E+03  9.00E-02 1.108E+02  1.060E+02 
  2.250E+03  1.15E-01 1.318E+02  1.490E+02 
  2.250E+03  1.45E-01 9.751E+01  1.230E+02 
  2.250E+03  1.80E-01 9.406E+01  9.900E+01 
  2.250E+03  2.20E-01 6.777E+01  6.800E+01 
  2.250E+03  2.65E-01 6.058E+01  5.200E+01 
  2.250E+03  3.15E-01 4.434E+01  4.700E+01 
  2.250E+03  4.00E-01 5.672E+01  5.900E+01 
  2.250E+03  7.30E-01 4.000E+01  5.300E+01 
  2.600E+03  8.60E-02 1.106E+02  1.140E+02 
  2.600E+03  1.08E-01 1.049E+02  1.190E+02 
  2.600E+03  1.35E-01 1.038E+02  1.060E+02 
  2.600E+03  1.65E-01 8.098E+01  8.300E+01 
  2.600E+03  2.00E-01 7.990E+01  8.400E+01 
  2.600E+03  2.45E-01 6.857E+01  5.700E+01 
  2.600E+03  2.95E-01 4.870E+01  5.300E+01 
  2.600E+03  3.50E-01 4.091E+01  4.000E+01 
  2.600E+03  4.40E-01 4.030E+01  5.000E+01 
  2.600E+03  7.50E-01 2.798E+01  2.800E+01 
  3.000E+03  9.90E-02 7.326E+01  8.300E+01 
  3.000E+03  1.25E-01 8.015E+01  9.100E+01 
  3.000E+03  1.55E-01 6.199E+01  6.700E+01 
  3.000E+03  1.90E-01 6.435E+01  6.200E+01 
  3.000E+03  2.30E-01 4.631E+01  4.300E+01 
  3.000E+03  2.75E-01 4.254E+01  4.300E+01 
  3.000E+03  3.30E-01 3.508E+01  3.800E+01 
  3.000E+03  3.90E-01 2.316E+01  2.700E+01 
  3.000E+03  4.80E-01 2.168E+01  2.400E+01 
  3.000E+03  7.70E-01 1.402E+01  2.000E+01 
  3.500E+03  1.15E-01 8.990E+01  8.600E+01 
  3.500E+03  1.45E-01 7.219E+01  7.000E+01 
  3.500E+03  1.80E-01 7.258E+01  6.200E+01 
  3.500E+03  2.20E-01 5.533E+01  6.300E+01 
